"locus","K","theta1","theta2","lambda_min","r_e","rho_true","n_rep","n_gate_pass","n_paramlim_drop","n_reported","gate_rate","mean_rho_hat","se_rho_hat"
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,0.4,2000,1062,0,1062,0.531,0.381030449030132,0.00772932918115317
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,0.6,2000,1058,5,1053,0.529,0.546691160569801,0.00759972539456562
417,336,0.141210137389708,0.335662275126263,47.4466061629418,0.11322,0.8,2000,1066,45,1021,0.533,0.71815666324192,0.00663201664941872
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,-0.8,2000,1080,48,1032,0.54,-0.660037360339147,0.00785816691216278
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,-0.6,2000,1054,21,1033,0.527,-0.519102877294289,0.00830426409122676
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,-0.4,2000,1007,1,1006,0.5035,-0.332493292753479,0.00913544433896856
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,-0.2,2000,1053,0,1053,0.5265,-0.162835103675878,0.00850838500685669
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,0,2000,1009,0,1009,0.5045,0.0177403668681863,0.00865918929266296
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,0.2,2000,1022,0,1022,0.511,0.190519762541096,0.00857870169935796
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,0.4,2000,1057,0,1057,0.5285,0.360740942608325,0.00809113381233426
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,0.6,2000,1055,4,1051,0.5275,0.571267371198858,0.0077688926501931
421,328,0.141118159838047,0.334036216453177,46.2867564268794,0.11322,0.8,2000,1053,25,1028,0.5265,0.706652486984436,0.00673113630053633
436,351,0.141239651255829,0.339491885903141,49.575117590796,0.11322,-0.8,2000,1081,55,1026,0.5405,-0.662098934015594,0.00731974478820523
436,351,0.141239651255829,0.339491885903141,49.575117590796,0.11322,-0.6,2000,1078,15,1063,0.539,-0.519878549680151,0.00810774212874639
